driver_id,trip_id,start_ts,end_ts,miles,night_miles,mean_speed,max_speed_over_limit,accel_events_per_100mi,brake_events_per_100mi,phone_use_ratio,rain_flag,incident_density,label
D 130,T001230,2025-08-06T09:06:54.871257,2025-08-06T09:24:54.871257,2.5,0.07,32.9,0.0,5.6,6.9,0.284,0,0.118,0
D 020,T001231,2025-07-26T21:11:54.871257,2025-07-26T21:51:54.871257,8.27,0.07,29.5,0.0,6.5,7.8,0.344,1,0.772,0
D 114,T001232,2025-07-16T22:10:54.871257,2025-07-16T22:47:54.871257,2.9,0.24,33.7,1.4,7.4,10.6,0.184,0,0.277,0
D 190,T001233,2025-08-26T17:32:54.871257,2025-08-26T17:52:54.871257,6.25,0.81,29.7,0.4,13.5,0.0,0.4,0,0.34,0
D 105,T001234,2025-08-30T18:26:54.871257,2025-08-30T18:56:54.871257,4.87,0.09,27.6,0.0,10.7,3.9,0.29,1,0.269,0
D 173,T001235,2025-08-05T01:31:54.871257,2025-08-05T02:07:54.871257,1.37,0.42,34.1,0.8,0.0,4.8,0.33,0,0.431,1
D 016,T001236,2025-08-09T00:55:54.871257,2025-08-09T01:14:54.871257,3.12,1.12,38.5,0.0,17.9,16.1,0.146,0,0.633,0
D 004,T001237,2025-08-27T18:06:54.871257,2025-08-27T18:42:54.871257,2.91,0.32,37.5,11.7,7.2,11.2,0.154,0,0.014,1
D 198,T001238,2025-08-30T15:06:54.871257,2025-08-30T15:33:54.871257,2.7,0.19,33.6,15.2,11.7,20.0,0.059,0,0.37,1
D 070,T001239,2025-08-07T10:29:54.871257,2025-08-07T10:51:54.871257,5.62,0.1,42.9,0.8,11.5,0.8,0.28,0,0.213,0
D 106,T001240,2025-07-18T14:43:54.871257,2025-07-18T15:00:54.871257,3.06,0.07,22.6,5.3,15.3,12.4,0.124,0,0.516,1
D 036,T001241,2025-07-28T13:43:54.871257,2025-07-28T14:27:54.871257,2.45,0.69,31.1,0.0,0.0,7.8,0.029,0,0.415,0
D 126,T001242,2025-08-09T13:41:54.871257,2025-08-09T14:17:54.871257,3.19,0.85,42.9,3.3,10.4,10.6,0.376,0,0.0,0
D 074,T001243,2025-07-18T01:46:54.871257,2025-07-18T02:27:54.871257,2.57,0.41,25.7,1.9,8.6,13.4,0.243,1,0.69,0
D 159,T001244,2025-08-27T13:15:54.871257,2025-08-27T13:47:54.871257,5.93,0.19,26.2,9.7,8.2,5.2,0.138,0,0.51,0
D 179,T001245,2025-07-26T20:45:54.871257,2025-07-26T21:19:54.871257,1.59,0.09,24.9,0.0,10.6,0.9,0.044,0,0.776,1
D 198,T001246,2025-07-27T14:46:54.871257,2025-07-27T15:07:54.871257,4.44,0.06,36.5,7.7,17.0,11.1,0.155,0,0.59,1
D 144,T001247,2025-08-14T21:24:54.871257,2025-08-14T21:36:54.871257,3.11,0.16,24.4,0.0,12.9,9.8,0.074,0,0.552,1
D 179,T001248,2025-08-21T14:03:54.871257,2025-08-21T14:30:54.871257,2.78,0.16,43.7,3.3,17.9,12.1,0.034,0,0.772,0
D 134,T001249,2025-07-25T14:37:54.871257,2025-07-25T14:54:54.871257,1.47,0.0,34.7,0.0,6.7,16.9,0.083,0,0.445,0
D 025,T001250,2025-09-03T07:05:54.871257,2025-09-03T07:16:54.871257,6.23,0.34,29.8,0.4,5.3,17.5,0.053,1,0.52,0
D 093,T001251,2025-07-30T11:00:54.871257,2025-07-30T11:21:54.871257,1.03,0.09,46.1,0.2,13.0,9.4,0.176,0,0.494,0
D 010,T001252,2025-07-24T07:35:54.871257,2025-07-24T08:20:54.871257,0.75,0.04,25.6,7.1,11.5,16.5,0.173,0,0.538,1
D 168,T001253,2025-08-18T06:29:54.871257,2025-08-18T06:46:54.871257,2.71,0.25,38.4,9.5,6.9,20.8,0.137,1,0.88,0
D 017,T001254,2025-08-10T03:25:54.871257,2025-08-10T03:44:54.871257,5.45,1.21,26.0,5.3,10.2,9.7,0.096,1,0.29,1
D 128,T001255,2025-09-09T19:53:54.871257,2025-09-09T20:17:54.871257,3.56,0.3,38.1,5.9,12.2,13.0,0.02,0,0.339,1
D 170,T001256,2025-08-08T08:17:54.871257,2025-08-08T08:31:54.871257,2.07,0.22,32.7,10.0,10.5,9.7,0.169,0,0.0,1
D 014,T001257,2025-08-24T01:06:54.871257,2025-08-24T01:37:54.871257,1.87,0.49,40.6,0.0,6.1,2.3,0.15,0,0.407,0
D 119,T001258,2025-08-05T03:11:54.871257,2025-08-05T03:24:54.871257,2.01,0.47,28.3,8.0,1.3,3.9,0.289,0,0.217,0
D 104,T001259,2025-09-11T14:18:54.871257,2025-09-11T15:07:54.871257,2.6,0.21,25.6,0.0,9.9,0.3,0.215,0,0.123,0
D 012,T001260,2025-09-12T05:21:54.871257,2025-09-12T05:56:54.871257,1.23,0.21,32.7,12.4,4.8,12.7,0.101,1,0.561,1
D 113,T001261,2025-07-30T04:14:54.871257,2025-07-30T04:52:54.871257,2.85,0.82,33.3,8.2,5.8,6.9,0.077,0,0.701,0
D 107,T001262,2025-08-01T04:50:54.871257,2025-08-01T05:12:54.871257,4.08,1.3,43.8,4.5,7.9,6.1,0.101,0,0.198,0
D 102,T001263,2025-08-21T18:48:54.871257,2025-08-21T19:01:54.871257,2.91,0.01,20.1,0.5,14.2,10.4,0.365,0,0.505,0
D 083,T001264,2025-07-29T03:01:54.871257,2025-07-29T03:48:54.871257,5.38,1.11,30.2,14.7,14.0,7.8,0.076,0,0.673,1
D 059,T001265,2025-09-01T07:59:54.871257,2025-09-01T08:10:54.871257,1.84,0.13,31.9,0.0,6.9,9.7,0.148,0,0.481,0
D 144,T001266,2025-08-05T19:34:54.871257,2025-08-05T20:00:54.871257,4.32,0.99,38.5,0.0,14.0,10.5,0.049,1,0.58,0
D 195,T001267,2025-09-04T04:49:54.871257,2025-09-04T05:21:54.871257,5.9,0.43,33.5,9.9,11.3,17.7,0.21,0,0.407,0
D 019,T001268,2025-07-30T16:07:54.871257,2025-07-30T16:40:54.871257,1.07,0.1,38.8,9.9,2.6,4.7,0.043,0,0.508,1
D 037,T001269,2025-08-09T04:00:54.871257,2025-08-09T04:22:54.871257,0.59,0.17,27.2,2.6,7.2,13.7,0.102,0,0.11,0
D 182,T001270,2025-08-24T07:32:54.871257,2025-08-24T08:14:54.871257,1.24,0.04,26.7,5.6,10.1,0.0,0.298,0,0.359,1
D 052,T001271,2025-08-20T06:26:54.871257,2025-08-20T06:36:54.871257,4.94,0.57,37.9,0.0,2.6,14.3,0.287,0,0.093,0
D 029,T001272,2025-08-18T19:50:54.871257,2025-08-18T20:26:54.871257,2.17,0.05,40.9,5.0,4.7,12.5,0.055,1,0.865,0
D 118,T001273,2025-08-21T01:43:54.871257,2025-08-21T02:29:54.871257,8.64,1.51,23.7,2.4,3.9,11.2,0.057,1,0.814,0
D 134,T001274,2025-08-12T21:25:54.871257,2025-08-12T21:44:54.871257,3.3,0.02,21.4,13.9,5.5,18.7,0.395,1,0.525,0
D 135,T001275,2025-07-22T17:00:54.871257,2025-07-22T17:36:54.871257,1.8,0.26,26.6,4.3,15.4,4.9,0.315,0,0.405,0
D 193,T001276,2025-08-12T04:48:54.871257,2025-08-12T05:25:54.871257,5.4,1.45,17.2,1.5,10.8,6.6,0.208,1,0.711,1
D 119,T001277,2025-08-25T19:01:54.871257,2025-08-25T19:22:54.871257,6.42,1.31,48.6,8.9,6.6,12.9,0.284,0,0.458,1
D 063,T001278,2025-07-31T22:43:54.871257,2025-07-31T23:24:54.871257,5.33,0.45,32.0,1.0,5.5,4.1,0.25,0,0.554,0
D 111,T001279,2025-07-22T01:06:54.871257,2025-07-22T01:28:54.871257,2.97,0.94,37.0,1.8,13.6,1.1,0.177,1,0.862,0
D 047,T001280,2025-07-29T19:14:54.871257,2025-07-29T19:29:54.871257,1.68,0.04,42.2,0.0,9.5,15.6,0.29,0,0.064,0
D 078,T001281,2025-08-29T15:36:54.871257,2025-08-29T16:01:54.871257,3.29,0.07,33.3,3.8,2.5,14.4,0.216,1,0.623,0
D 175,T001282,2025-07-19T21:14:54.871257,2025-07-19T21:55:54.871257,3.78,0.03,44.6,1.2,2.2,6.6,0.123,0,0.698,0
D 170,T001283,2025-09-01T15:40:54.871257,2025-09-01T16:14:54.871257,6.34,0.61,21.9,10.0,5.2,11.0,0.242,0,0.47,0
D 120,T001284,2025-07-31T18:35:54.871257,2025-07-31T18:58:54.871257,1.72,0.17,29.6,10.4,10.5,7.0,0.049,0,0.749,0
D 126,T001285,2025-08-30T22:04:54.871257,2025-08-30T22:20:54.871257,1.52,0.19,24.2,3.1,8.3,8.2,0.409,0,0.368,1
D 078,T001286,2025-08-23T18:28:54.871257,2025-08-23T19:10:54.871257,2.8,0.16,25.9,13.3,7.7,2.0,0.327,0,0.388,0
D 045,T001287,2025-08-31T22:15:54.871257,2025-08-31T22:43:54.871257,3.83,1.14,37.4,4.8,9.8,15.2,0.134,0,0.417,0
D 122,T001288,2025-07-24T05:00:54.871257,2025-07-24T05:36:54.871257,4.23,0.11,36.6,0.0,1.4,4.5,0.21,0,0.084,0
D 076,T001289,2025-08-22T16:47:54.871257,2025-08-22T17:07:54.871257,1.57,0.17,44.2,8.7,4.6,6.9,0.048,0,0.31,1
D 132,T001290,2025-08-01T12:03:54.871257,2025-08-01T12:26:54.871257,4.54,0.34,22.1,0.0,3.1,2.9,0.032,0,0.182,0
D 022,T001291,2025-08-06T18:40:54.871257,2025-08-06T19:10:54.871257,3.61,0.65,31.4,2.5,10.1,3.5,0.342,1,0.738,1
D 019,T001292,2025-08-03T22:11:54.871257,2025-08-03T22:37:54.871257,10.81,1.4,40.4,12.0,7.3,9.1,0.061,0,0.43,1
D 182,T001293,2025-08-10T19:21:54.871257,2025-08-10T19:34:54.871257,3.5,0.11,21.8,6.0,6.6,11.5,0.129,0,0.318,0
D 022,T001294,2025-08-04T03:57:54.871257,2025-08-04T04:37:54.871257,4.46,0.48,27.0,0.0,6.0,10.6,0.523,1,0.758,1
D 035,T001295,2025-07-19T07:46:54.871257,2025-07-19T08:30:54.871257,5.2,1.24,27.6,9.6,10.5,13.8,0.076,1,0.614,0
D 010,T001296,2025-07-17T14:29:54.871257,2025-07-17T14:56:54.871257,3.99,0.63,33.9,4.1,3.8,6.6,0.043,0,0.59,0
D 118,T001297,2025-08-12T17:47:54.871257,2025-08-12T18:15:54.871257,3.15,0.01,32.3,0.0,9.2,3.7,0.193,0,0.384,0
D 073,T001298,2025-08-19T20:32:54.871257,2025-08-19T20:57:54.871257,4.62,0.23,47.3,0.0,8.4,7.1,0.085,0,0.594,1
D 025,T001299,2025-08-05T08:54:54.871257,2025-08-05T09:36:54.871257,4.31,0.89,39.1,14.3,0.0,10.8,0.296,1,0.586,1
D 124,T001300,2025-09-05T02:03:54.871257,2025-09-05T02:25:54.871257,2.94,0.25,41.3,0.0,16.5,2.8,0.111,0,0.737,0
D 192,T001301,2025-08-26T16:18:54.871257,2025-08-26T16:29:54.871257,2.47,0.15,40.2,6.7,20.0,13.3,0.214,0,0.169,1
D 142,T001302,2025-07-17T15:37:54.871257,2025-07-17T16:11:54.871257,3.01,0.08,40.1,0.0,11.9,7.3,0.21,0,0.389,0
D 036,T001303,2025-09-07T12:29:54.871257,2025-09-07T12:41:54.871257,8.27,1.67,33.0,10.1,10.8,15.0,0.237,0,0.459,1
D 069,T001304,2025-08-18T06:11:54.871257,2025-08-18T06:44:54.871257,4.28,0.56,28.0,5.3,5.0,9.5,0.042,1,0.626,1
D 103,T001305,2025-08-06T17:16:54.871257,2025-08-06T17:30:54.871257,2.46,0.09,27.9,1.5,11.3,8.0,0.032,1,0.835,0
D 180,T001306,2025-09-06T23:18:54.871257,2025-09-06T23:48:54.871257,4.98,1.52,36.0,0.4,10.9,7.1,0.052,0,0.009,1
D 067,T001307,2025-07-23T09:08:54.871257,2025-07-23T09:43:54.871257,1.14,0.02,28.5,0.0,4.2,11.7,0.135,0,0.472,0
D 117,T001308,2025-09-10T10:49:54.871257,2025-09-10T11:05:54.871257,1.54,0.31,36.4,3.9,15.4,14.6,0.21,0,0.245,0
D 103,T001309,2025-09-13T12:27:54.871257,2025-09-13T12:58:54.871257,1.31,0.07,33.2,0.0,5.7,8.4,0.344,0,0.183,0
D 098,T001310,2025-07-20T20:41:54.871257,2025-07-20T21:28:54.871257,4.04,0.04,37.9,0.0,1.7,13.7,0.272,0,0.733,0
D 164,T001311,2025-08-28T14:56:54.871257,2025-08-28T15:27:54.871257,5.08,0.36,40.5,3.8,0.0,10.2,0.36,0,0.538,0
D 121,T001312,2025-08-07T09:51:54.871257,2025-08-07T10:11:54.871257,10.6,1.49,20.3,6.7,5.3,13.0,0.175,0,0.303,0
D 033,T001313,2025-07-23T01:47:54.871257,2025-07-23T02:12:54.871257,2.31,0.25,34.4,0.0,5.6,8.7,0.132,1,0.655,0
D 155,T001314,2025-09-07T22:11:54.871257,2025-09-07T22:27:54.871257,3.33,0.31,27.0,2.7,14.6,9.5,0.076,0,0.464,1
D 026,T001315,2025-08-25T16:11:54.871257,2025-08-25T16:29:54.871257,3.4,0.24,26.5,0.0,11.5,11.8,0.333,0,0.555,0
D 158,T001316,2025-09-10T12:31:54.871257,2025-09-10T13:08:54.871257,7.36,0.81,38.6,0.7,5.6,24.7,0.347,1,0.941,0
D 003,T001317,2025-08-05T02:39:54.871257,2025-08-05T03:30:54.871257,2.12,0.29,36.9,3.5,4.8,9.2,0.084,0,0.312,0
D 100,T001318,2025-07-24T15:34:54.871257,2025-07-24T15:58:54.871257,1.97,0.24,46.8,1.9,10.8,12.1,0.105,1,1.008,1
D 131,T001319,2025-07-27T07:50:54.871257,2025-07-27T08:30:54.871257,3.83,0.13,42.1,3.3,14.6,15.1,0.407,0,0.024,0
D 118,T001320,2025-08-19T01:08:54.871257,2025-08-19T01:39:54.871257,6.5,0.5,30.0,0.0,10.9,21.7,0.271,0,0.564,1
D 174,T001321,2025-09-09T02:14:54.871257,2025-09-09T02:38:54.871257,2.99,0.52,31.1,8.0,1.7,13.9,0.277,0,0.578,0
D 002,T001322,2025-09-11T13:44:54.871257,2025-09-11T14:26:54.871257,2.43,0.01,32.5,0.0,14.7,10.5,0.15,0,0.523,0
D 192,T001323,2025-08-10T11:29:54.871257,2025-08-10T11:39:54.871257,2.59,0.18,28.8,3.0,11.8,16.0,0.351,0,0.622,0
D 113,T001324,2025-07-30T15:37:54.871257,2025-07-30T15:55:54.871257,3.75,0.32,23.6,0.0,15.1,17.6,0.076,0,0.082,0
D 059,T001325,2025-07-18T09:22:54.871257,2025-07-18T09:52:54.871257,1.83,0.02,31.0,1.1,6.8,17.7,0.048,0,0.23,1
D 147,T001326,2025-07-29T14:44:54.871257,2025-07-29T15:03:54.871257,2.95,0.22,28.5,8.1,11.1,6.3,0.085,1,0.299,0
D 004,T001327,2025-09-10T21:11:54.871257,2025-09-10T22:04:54.871257,6.45,0.1,28.6,10.2,2.8,0.3,0.327,0,0.358,0
D 171,T001328,2025-07-31T17:41:54.871257,2025-07-31T17:52:54.871257,5.39,0.12,32.7,4.1,6.8,7.6,0.101,0,0.454,0
D 182,T001329,2025-07-30T09:23:54.871257,2025-07-30T09:51:54.871257,10.99,0.35,41.0,13.1,2.5,6.4,0.083,0,0.142,0
D 029,T001330,2025-08-28T11:45:54.871257,2025-08-28T12:12:54.871257,1.44,0.03,38.3,0.0,1.5,17.9,0.244,0,0.545,1
D 060,T001331,2025-08-05T23:00:54.871257,2025-08-06T00:00:54.871257,1.88,0.28,29.8,0.0,6.7,20.9,0.298,0,0.037,1
D 148,T001332,2025-09-08T22:46:54.871257,2025-09-08T23:07:54.871257,1.68,0.62,36.3,0.0,8.7,10.3,0.105,0,1.054,0
D 191,T001333,2025-09-04T15:24:54.871257,2025-09-04T16:08:54.871257,7.51,0.81,36.1,8.1,8.5,9.2,0.277,0,0.492,1
D 169,T001334,2025-07-23T21:22:54.871257,2025-07-23T22:13:54.871257,4.06,0.02,40.1,2.5,14.6,4.4,0.019,1,0.543,0
D 163,T001335,2025-07-28T11:18:54.871257,2025-07-28T11:57:54.871257,2.66,0.13,45.6,13.7,9.9,15.4,0.254,0,0.465,1
D 063,T001336,2025-08-27T10:08:54.871257,2025-08-27T10:34:54.871257,1.06,0.02,27.5,14.7,12.3,0.0,0.205,0,0.473,0
D 126,T001337,2025-08-06T11:12:54.871257,2025-08-06T11:50:54.871257,4.68,0.09,34.6,0.0,3.7,3.2,0.09,0,0.147,0
D 173,T001338,2025-08-17T15:30:54.871257,2025-08-17T15:50:54.871257,1.39,0.1,45.1,5.8,10.1,10.1,0.15,0,0.212,0
D 067,T001339,2025-08-01T08:23:54.871257,2025-08-01T08:56:54.871257,1.66,0.25,26.1,0.9,1.2,26.1,0.073,1,0.715,0
D 192,T001340,2025-08-28T07:58:54.871257,2025-08-28T08:29:54.871257,3.68,0.13,30.7,3.7,5.9,7.8,0.192,0,0.347,1
D 136,T001341,2025-07-17T18:33:54.871257,2025-07-17T18:41:54.871257,0.67,0.01,39.3,1.2,5.1,14.2,0.13,0,0.367,0
D 029,T001342,2025-08-25T05:57:54.871257,2025-08-25T06:27:54.871257,4.27,0.08,23.2,5.2,17.3,5.4,0.298,0,0.156,1
D 029,T001343,2025-07-26T15:41:54.871257,2025-07-26T16:31:54.871257,1.37,0.12,27.9,2.1,4.1,7.3,0.286,0,0.393,0
D 127,T001344,2025-07-27T06:15:54.871257,2025-07-27T06:52:54.871257,1.73,0.04,28.4,4.8,9.5,17.7,0.139,0,0.515,0
D 015,T001345,2025-07-21T15:17:54.871257,2025-07-21T15:37:54.871257,5.43,0.19,16.5,6.5,0.3,18.2,0.009,0,0.437,0
D 183,T001346,2025-08-19T07:08:54.871257,2025-08-19T07:19:54.871257,2.46,0.01,42.6,16.9,11.6,8.5,0.058,0,0.351,1
D 195,T001347,2025-09-02T12:05:54.871257,2025-09-02T12:34:54.871257,4.66,0.05,27.8,0.0,6.4,12.0,0.192,0,0.741,0
D 172,T001348,2025-09-01T11:52:54.871257,2025-09-01T11:59:54.871257,6.53,1.84,35.5,0.8,6.2,9.8,0.464,0,0.348,0
D 198,T001349,2025-09-13T08:03:54.871257,2025-09-13T08:54:54.871257,4.23,0.05,35.8,0.0,4.2,9.9,0.04,0,0.551,0
D 129,T001350,2025-08-19T14:28:54.871257,2025-08-19T14:43:54.871257,3.54,0.01,22.2,4.6,11.1,0.0,0.15,0,0.225,0
D 183,T001351,2025-08-03T22:53:54.871257,2025-08-03T23:01:54.871257,4.2,0.39,31.7,6.7,13.0,12.0,0.336,0,0.793,0
D 121,T001352,2025-08-10T23:15:54.871257,2025-08-11T00:00:54.871257,5.33,1.25,27.3,0.2,4.4,7.3,0.067,0,0.0,0
D 100,T001353,2025-08-02T00:03:54.871257,2025-08-02T00:44:54.871257,2.24,0.31,42.6,0.5,12.3,8.3,0.238,0,0.386,0
D 186,T001354,2025-08-09T13:45:54.871257,2025-08-09T14:40:54.871257,1.47,0.14,36.2,4.0,9.1,6.4,0.304,0,0.116,0
D 058,T001355,2025-09-05T02:18:54.871257,2025-09-05T02:49:54.871257,1.08,0.63,21.4,0.0,17.1,12.6,0.268,1,0.428,1
D 028,T001356,2025-09-06T21:41:54.871257,2025-09-06T22:17:54.871257,0.71,0.11,42.0,2.6,6.8,9.5,0.09,0,0.252,0
D 043,T001357,2025-07-21T02:24:54.871257,2025-07-21T02:48:54.871257,7.19,0.74,48.7,0.5,4.5,4.7,0.27,0,0.591,0
D 001,T001358,2025-09-03T19:50:54.871257,2025-09-03T20:03:54.871257,3.42,0.3,42.0,4.1,20.5,10.2,0.262,0,0.539,0
D 185,T001359,2025-08-08T10:27:54.871257,2025-08-08T10:58:54.871257,4.73,0.96,34.6,10.4,5.9,9.8,0.203,0,0.499,0
D 022,T001360,2025-07-22T11:01:54.871257,2025-07-22T11:41:54.871257,1.41,0.12,34.9,7.6,4.7,9.4,0.094,0,0.133,0
D 110,T001361,2025-09-05T15:46:54.871257,2025-09-05T15:59:54.871257,2.97,0.53,34.2,6.9,1.5,18.1,0.045,0,0.565,0
D 072,T001362,2025-08-12T06:09:54.871257,2025-08-12T06:28:54.871257,3.73,0.37,37.2,3.6,10.4,19.8,0.113,0,0.458,0
D 157,T001363,2025-08-31T18:22:54.871257,2025-08-31T18:38:54.871257,5.79,0.22,30.5,3.8,14.0,16.4,0.076,0,0.0,0
D 147,T001364,2025-08-14T10:23:54.871257,2025-08-14T10:46:54.871257,8.42,2.05,45.0,14.2,0.0,3.0,0.201,0,0.192,1
D 055,T001365,2025-07-30T07:16:54.871257,2025-07-30T07:51:54.871257,1.08,0.07,32.6,1.9,9.9,0.0,0.107,1,0.798,0
D 049,T001366,2025-08-28T20:39:54.871257,2025-08-28T21:13:54.871257,3.37,0.13,25.3,0.0,4.0,11.1,0.157,0,0.431,0
D 186,T001367,2025-08-30T04:30:54.871257,2025-08-30T04:58:54.871257,0.99,0.2,47.5,23.6,8.4,25.6,0.255,0,0.317,0
D 050,T001368,2025-08-07T08:38:54.871257,2025-08-07T09:22:54.871257,1.38,0.07,32.5,0.0,9.6,18.7,0.114,1,0.669,0
D 157,T001369,2025-09-02T21:49:54.871257,2025-09-02T21:59:54.871257,3.45,0.04,34.8,3.7,2.0,0.0,0.049,0,0.436,0
D 064,T001370,2025-08-09T06:49:54.871257,2025-08-09T07:32:54.871257,3.47,0.19,34.8,0.0,12.8,14.0,0.104,0,0.521,0
D 041,T001371,2025-08-02T16:58:54.871257,2025-08-02T17:15:54.871257,6.49,0.39,46.1,0.0,10.8,11.5,0.077,1,0.716,0
D 127,T001372,2025-09-04T21:39:54.871257,2025-09-04T21:46:54.871257,2.32,0.09,54.5,8.1,9.3,9.7,0.234,0,0.505,0
D 131,T001373,2025-08-03T23:40:54.871257,2025-08-04T00:00:54.871257,2.59,0.96,38.5,3.4,6.5,3.8,0.256,1,0.889,0
D 127,T001374,2025-09-06T04:14:54.871257,2025-09-06T04:52:54.871257,3.71,0.75,42.2,9.0,5.6,8.8,0.102,0,0.212,0
D 062,T001375,2025-09-03T18:00:54.871257,2025-09-03T18:05:54.871257,2.32,0.09,26.4,0.0,10.7,5.4,0.24,0,0.432,0
D 167,T001376,2025-07-24T12:41:54.871257,2025-07-24T13:27:54.871257,7.71,0.26,37.8,3.9,6.1,11.8,0.089,0,0.563,0
D 044,T001377,2025-09-11T22:21:54.871257,2025-09-11T22:57:54.871257,3.7,0.84,41.0,0.0,10.7,8.0,0.323,0,0.041,0
D 040,T001378,2025-07-27T06:31:54.871257,2025-07-27T07:08:54.871257,1.28,0.06,26.8,0.0,11.2,13.1,0.186,1,0.828,0
D 144,T001379,2025-07-20T08:41:54.871257,2025-07-20T09:18:54.871257,4.09,1.42,48.3,0.0,8.3,18.3,0.12,0,0.445,0
D 133,T001380,2025-08-16T00:17:54.871257,2025-08-16T00:51:54.871257,2.5,0.35,39.6,1.2,8.2,10.5,0.149,1,0.514,0
D 042,T001381,2025-07-18T08:28:54.871257,2025-07-18T08:34:54.871257,3.95,0.05,44.1,0.3,12.4,9.1,0.187,0,0.737,0
D 008,T001382,2025-08-22T06:07:54.871257,2025-08-22T06:27:54.871257,2.69,0.19,27.0,0.0,4.7,6.1,0.147,0,0.762,0
D 002,T001383,2025-07-22T16:53:54.871257,2025-07-22T17:33:54.871257,1.84,0.01,14.0,1.0,10.1,0.0,0.297,0,0.222,0
D 062,T001384,2025-08-08T20:17:54.871257,2025-08-08T20:56:54.871257,2.57,0.4,26.3,11.2,14.5,14.5,0.085,0,0.478,0
D 033,T001385,2025-07-20T17:25:54.871257,2025-07-20T17:40:54.871257,3.34,0.09,30.7,1.6,5.7,10.6,0.174,0,0.334,0
D 009,T001386,2025-07-17T06:41:54.871257,2025-07-17T07:06:54.871257,1.39,0.2,21.4,0.0,0.0,9.9,0.176,0,0.097,0
D 009,T001387,2025-08-24T22:33:54.871257,2025-08-24T23:15:54.871257,4.79,0.71,22.3,6.5,8.4,14.1,0.216,0,0.597,0
D 141,T001388,2025-09-04T14:22:54.871257,2025-09-04T14:55:54.871257,7.97,0.9,24.6,13.0,13.4,0.1,0.174,0,0.629,0
D 137,T001389,2025-07-28T18:05:54.871257,2025-07-28T18:46:54.871257,3.16,0.24,35.8,7.3,12.0,9.4,0.107,0,0.524,0
D 107,T001390,2025-08-08T01:32:54.871257,2025-08-08T02:02:54.871257,4.34,2.33,32.4,5.6,4.7,10.4,0.176,1,0.733,0
D 139,T001391,2025-07-28T04:51:54.871257,2025-07-28T05:05:54.871257,4.73,1.45,24.7,8.4,8.9,0.1,0.24,0,0.213,0
D 177,T001392,2025-08-17T09:15:54.871257,2025-08-17T09:58:54.871257,1.97,0.08,35.2,0.0,14.7,2.9,0.105,1,0.858,0
D 116,T001393,2025-08-06T13:16:54.871257,2025-08-06T13:44:54.871257,2.81,0.16,35.7,3.5,17.5,17.2,0.193,0,0.538,1
D 114,T001394,2025-09-10T07:29:54.871257,2025-09-10T07:50:54.871257,1.43,0.13,24.1,5.8,18.3,4.9,0.325,0,0.744,0
D 056,T001395,2025-07-31T11:51:54.871257,2025-07-31T12:19:54.871257,6.7,0.05,24.2,16.1,6.9,8.4,0.073,1,0.813,1
D 149,T001396,2025-09-10T23:07:54.871257,2025-09-10T23:31:54.871257,1.61,0.43,33.7,4.4,6.5,8.6,0.047,0,0.053,0
D 188,T001397,2025-08-28T17:58:54.871257,2025-08-28T18:04:54.871257,4.49,0.63,29.6,1.6,15.8,8.9,0.213,0,0.444,0
D 030,T001398,2025-07-29T15:48:54.871257,2025-07-29T15:56:54.871257,7.87,0.62,35.7,2.5,15.9,2.8,0.062,0,0.494,0
D 031,T001399,2025-08-16T17:06:54.871257,2025-08-16T17:31:54.871257,3.92,0.16,38.3,9.7,11.3,10.2,0.194,0,0.731,0
D 069,T001400,2025-08-12T10:19:54.871257,2025-08-12T10:37:54.871257,2.13,0.04,41.7,0.0,4.7,7.4,0.131,0,0.136,0
D 086,T001401,2025-08-31T06:26:54.871257,2025-08-31T06:59:54.871257,6.02,0.89,14.4,0.0,2.6,22.0,0.177,0,0.616,0
D 152,T001402,2025-07-26T13:25:54.871257,2025-07-26T13:57:54.871257,3.63,0.01,26.1,4.1,17.0,11.9,0.154,1,0.513,1
D 180,T001403,2025-07-30T07:22:54.871257,2025-07-30T07:44:54.871257,4.12,0.04,29.3,10.1,1.8,14.6,0.229,0,0.341,1
D 171,T001404,2025-07-28T23:00:54.871257,2025-07-28T23:23:54.871257,3.78,0.33,27.0,7.0,9.0,8.8,0.073,1,0.439,0
D 083,T001405,2025-08-08T01:18:54.871257,2025-08-08T02:01:54.871257,1.47,0.22,38.9,1.4,11.7,5.4,0.463,0,0.409,1
D 057,T001406,2025-08-26T02:46:54.871257,2025-08-26T03:14:54.871257,4.07,0.45,34.3,4.2,3.9,1.4,0.061,1,0.613,0
D 190,T001407,2025-07-19T20:47:54.871257,2025-07-19T21:23:54.871257,2.4,0.17,40.9,2.6,9.8,9.8,0.211,0,0.557,0
D 174,T001408,2025-09-13T06:27:54.871257,2025-09-13T07:11:54.871257,1.39,0.2,26.6,11.7,18.4,14.6,0.09,0,0.778,0
D 195,T001409,2025-08-13T13:31:54.871257,2025-08-13T13:38:54.871257,2.09,0.38,27.7,9.9,11.9,7.5,0.277,1,0.496,0
D 191,T001410,2025-08-09T09:21:54.871257,2025-08-09T09:59:54.871257,3.94,0.09,32.8,1.2,4.5,7.9,0.219,0,0.187,1
D 189,T001411,2025-07-31T04:49:54.871257,2025-07-31T05:14:54.871257,4.71,1.01,33.8,0.0,12.3,6.4,0.161,0,0.125,0
D 169,T001412,2025-08-14T09:46:54.871257,2025-08-14T10:12:54.871257,1.53,0.0,50.1,0.5,11.5,11.1,0.173,1,0.351,1
